age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income
28,Private,637668,12th,1,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,29,United-States,>50K
76,Private,123766,11th,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,91,United-States,>50K
79,Private,540657,Some-college,6,Separated,Machine-op-inspct,Wife,Black,Male,0,0,59,Canada,>50K
53,Private,575600,HS-grad,5,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,88,United-States,>50K
73,Private,381871,Some-college,4,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,61,Mexico,<=50K
38,Private,248995,Masters,12,Never-married,Tech-support,Husband,White,Male,0,0,95,United-States,>50K
30,Private,146898,10th,6,Widowed,Adm-clerical,Husband,White,Female,0,0,31,United-States,<=50K
26,Private,664659,Prof-school,6,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,62,United-States,<=50K
28,Private,929696,HS-grad,14,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,94,Other,>50K
87,Government,921089,Assoc-acdm,6,Never-married,Protective-serv,Not-in-family,White,Male,0,0,75,United-States,<=50K
18,Private,423136,Doctorate,2,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,52,United-States,>50K
87,Private,123554,5th-6th,15,Divorced,Armed-Forces,Other-relative,White,Male,0,0,91,United-States,>50K
73,Private,951187,Assoc-voc,14,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,32,United-States,>50K
48,Private,35692,1st-4th,7,Married-civ-spouse,Farming-fishing,Own-child,White,Female,0,0,86,United-States,<=50K
54,Private,765984,Preschool,14,Separated,Other-service,Own-child,White,Male,0,0,73,Germany,>50K
64,Private,493007,Some-college,4,Never-married,Farming-fishing,Other-relative,White,Male,0,0,18,United-States,>50K
64,Private,616741,Some-college,13,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,0,0,16,United-States,>50K
86,Private,543697,9th,15,Married-civ-spouse,Other-service,Not-in-family,White,Female,12023,0,50,United-States,>50K
75,Private,746425,10th,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,63,Canada,<=50K
53,Private,549083,10th,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,74,Other,>50K
49,Without-pay,348860,7th-8th,10,Never-married,Craft-repair,Wife,White,Male,0,0,11,United-States,<=50K
81,Private,200644,Prof-school,2,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,13,United-States,<=50K
88,Private,687095,Preschool,5,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,87,United-States,>50K
59,Government,487115,Assoc-voc,14,Never-married,Sales,Not-in-family,White,Male,0,0,41,United-States,<=50K
65,Self-emp,395555,10th,4,Divorced,Tech-support,Husband,Asian-Pac-Islander,Female,86285,0,11,United-States,>50K
47,Private,578324,1st-4th,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,1543,73,United-States,>50K
38,Self-emp,533809,7th-8th,4,Separated,Handlers-cleaners,Own-child,White,Male,82506,0,23,United-States,>50K
77,Private,63387,Doctorate,8,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,29,United-States,<=50K
30,Private,480043,Bachelors,8,Never-married,Prof-specialty,Own-child,White,Male,0,0,98,United-States,<=50K
18,Private,900977,9th,6,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,58,United-States,<=50K
82,Private,481301,12th,6,Never-married,Sales,Other-relative,White,Male,0,0,17,United-States,<=50K
50,Private,546309,12th,11,Never-married,Priv-house-serv,Unmarried,White,Male,0,0,72,Other,<=50K
55,Private,603938,7th-8th,8,Divorced,Armed-Forces,Own-child,White,Male,0,2235,55,United-States,>50K
42,Private,602408,7th-8th,12,Never-married,Farming-fishing,Own-child,White,Female,0,0,30,United-States,<=50K
43,Private,544028,12th,13,Never-married,Sales,Husband,White,Male,0,0,96,Mexico,>50K
76,Private,765152,Assoc-voc,12,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,41,United-States,>50K
50,Private,720914,Preschool,10,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,0,0,17,United-States,>50K
58,Private,761639,1st-4th,9,Never-married,Exec-managerial,Other-relative,White,Female,0,0,25,Canada,<=50K
47,Private,154391,1st-4th,15,Divorced,Other-service,Other-relative,White,Male,0,0,49,United-States,<=50K
74,Without-pay,525951,1st-4th,5,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,36,United-States,<=50K
66,Private,239603,1st-4th,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,27,United-States,<=50K
65,Private,358535,12th,1,Divorced,Adm-clerical,Not-in-family,White,Male,0,1720,44,United-States,<=50K
89,Government,408458,Preschool,1,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,61,United-States,<=50K
66,Private,580457,5th-6th,15,Married-civ-spouse,Tech-support,Own-child,White,Female,0,0,24,India,<=50K
64,Government,796220,11th,2,Divorced,Exec-managerial,Husband,White,Male,0,0,72,United-States,<=50K
73,Private,754903,10th,10,Divorced,Exec-managerial,Other-relative,White,Female,0,0,62,Philippines,>50K
82,Private,597999,10th,10,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,90,Mexico,>50K
29,Private,956911,Prof-school,5,Never-married,Prof-specialty,Wife,White,Female,0,0,75,United-States,<=50K
86,Private,587792,10th,4,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
23,Private,424528,Some-college,1,Never-married,Prof-specialty,Own-child,White,Male,0,0,70,United-States,<=50K
82,Government,351774,Masters,4,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,73,United-States,>50K
42,Self-emp,124481,12th,4,Never-married,Tech-support,Wife,Black,Male,0,0,43,United-States,<=50K
18,Private,377763,11th,10,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,64,Other,<=50K
49,Self-emp,124050,12th,4,Divorced,Protective-serv,Other-relative,White,Male,0,0,68,United-States,<=50K
20,Private,547276,Assoc-voc,1,Married-civ-spouse,Protective-serv,Other-relative,White,Male,0,0,12,United-States,<=50K
66,Private,350878,Bachelors,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,26,United-States,>50K
36,Private,731594,11th,14,Married-civ-spouse,Priv-house-serv,Not-in-family,Other,Male,22402,0,87,United-States,<=50K
77,Self-emp,731333,Prof-school,3,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,87,United-States,<=50K
46,Private,228811,Masters,13,Divorced,Prof-specialty,Other-relative,Black,Female,0,0,55,Philippines,<=50K
67,Private,812427,Doctorate,4,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,47,United-States,<=50K
19,Government,900916,HS-grad,5,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,0,0,44,United-States,>50K
73,Private,150948,11th,13,Never-married,Tech-support,Unmarried,White,Male,0,0,10,United-States,>50K
34,Private,290681,Assoc-acdm,13,Divorced,Exec-managerial,Wife,White,Female,0,0,38,United-States,>50K
77,Private,786086,1st-4th,7,Married-civ-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,13,United-States,<=50K
53,Private,851592,Assoc-acdm,6,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,70,United-States,>50K
78,Private,622583,HS-grad,5,Married-civ-spouse,Sales,Husband,White,Female,0,0,26,United-States,>50K
34,Government,496242,7th-8th,8,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,37,United-States,>50K
66,Private,136097,Masters,14,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,0,0,59,United-States,<=50K
77,Private,752416,Assoc-acdm,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,17,United-States,<=50K
37,Private,408494,5th-6th,7,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,43,United-States,>50K
67,Private,699087,7th-8th,12,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,68,United-States,>50K
20,Private,20031,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,27,United-States,>50K
60,Government,72745,Masters,11,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,68,United-States,<=50K
74,Private,886821,12th,5,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,<=50K
67,Private,882572,12th,7,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
85,Private,783804,Some-college,3,Married-civ-spouse,Other-service,Husband,White,Female,0,0,19,United-States,<=50K
67,Private,902323,5th-6th,1,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,85,United-States,<=50K
54,Self-emp,363599,Assoc-acdm,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,31,Germany,>50K
63,Self-emp,489906,Doctorate,2,Divorced,Sales,Husband,White,Male,0,0,25,United-States,>50K
59,Private,608730,HS-grad,13,Never-married,Tech-support,Wife,White,Male,0,0,21,United-States,>50K
32,Government,220906,Some-college,10,Never-married,Handlers-cleaners,Husband,Other,Male,0,0,84,United-States,>50K
50,Private,904433,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,93,United-States,>50K
28,Private,783969,Doctorate,3,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,<=50K
37,Private,61866,5th-6th,8,Divorced,Other-service,Not-in-family,White,Male,0,0,10,United-States,<=50K
41,Private,863315,11th,12,Never-married,Armed-Forces,Other-relative,White,Female,0,0,36,United-States,<=50K
81,Government,473760,Assoc-acdm,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,76,United-States,>50K
82,Private,65237,Masters,9,Separated,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,21,Mexico,<=50K
34,Private,820985,5th-6th,13,Divorced,Machine-op-inspct,Not-in-family,Black,Female,8094,0,39,United-States,<=50K
78,Self-emp,233626,Doctorate,3,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,18,United-States,<=50K
32,Private,932372,9th,6,Never-married,Farming-fishing,Husband,Other,Female,0,0,62,United-States,<=50K
68,Self-emp,106441,HS-grad,7,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,0,0,70,United-States,<=50K
44,Private,145032,1st-4th,15,Divorced,Prof-specialty,Own-child,White,Male,0,0,63,United-States,<=50K
78,Private,991457,HS-grad,1,Divorced,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K
75,Government,531272,Prof-school,14,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,74,United-States,>50K
48,Private,937448,Assoc-acdm,7,Never-married,Adm-clerical,Not-in-family,White,Female,60191,0,51,United-States,<=50K
29,Government,995545,Masters,4,Never-married,Other-service,Own-child,White,Female,0,0,58,United-States,>50K
63,Private,719608,Assoc-voc,5,Married-civ-spouse,Protective-serv,Husband,White,Female,0,793,13,United-States,<=50K
48,Self-emp,426975,Assoc-acdm,8,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,73,United-States,<=50K
49,Private,421337,Assoc-voc,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,55410,0,88,Canada,<=50K
49,Private,186201,7th-8th,15,Never-married,Craft-repair,Own-child,White,Male,14510,0,60,United-States,>50K
70,Government,386291,HS-grad,4,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,81,United-States,<=50K
78,Private,387940,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,69,United-States,<=50K
63,Self-emp,356743,5th-6th,15,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,96,United-States,>50K
24,Self-emp,977693,Bachelors,5,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,88,United-States,<=50K
21,Self-emp,959063,5th-6th,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,>50K
69,Government,146832,7th-8th,6,Never-married,Machine-op-inspct,Husband,White,Female,0,0,81,Germany,>50K
48,Private,641695,Assoc-voc,12,Divorced,Armed-Forces,Husband,White,Male,0,0,67,United-States,>50K
53,Private,219689,HS-grad,11,Never-married,Protective-serv,Wife,White,Male,0,0,91,Other,>50K
71,Private,388928,12th,14,Divorced,Armed-Forces,Other-relative,White,Male,0,0,13,United-States,<=50K
71,Private,779449,9th,5,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,31,United-States,>50K
34,Private,922325,1st-4th,1,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0,0,12,United-States,<=50K
47,Private,305270,Assoc-voc,7,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,88,United-States,>50K
39,Private,40961,1st-4th,6,Never-married,Exec-managerial,Wife,White,Male,0,0,56,United-States,>50K
60,Private,245329,Some-college,2,Never-married,Handlers-cleaners,Husband,White,Male,0,0,47,United-States,<=50K
44,Private,437060,Bachelors,11,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,<=50K
54,Self-emp,810520,7th-8th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,87,Other,>50K
63,Private,148308,Assoc-voc,6,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,57,United-States,<=50K
52,Private,900407,Doctorate,5,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,74,United-States,<=50K
21,Government,589255,12th,8,Never-married,Exec-managerial,Wife,White,Male,0,0,35,United-States,<=50K
43,Private,621972,Bachelors,5,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,17,United-States,>50K
36,Without-pay,790343,10th,11,Never-married,Tech-support,Unmarried,White,Male,0,0,59,United-States,>50K
62,Private,637566,HS-grad,2,Never-married,Farming-fishing,Wife,White,Male,0,0,89,United-States,>50K
43,Private,767191,5th-6th,6,Married-civ-spouse,Craft-repair,Own-child,White,Male,37398,0,47,United-States,>50K
39,Private,847886,Prof-school,14,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,19,United-States,<=50K
75,Self-emp,972564,Prof-school,12,Never-married,Sales,Other-relative,White,Male,0,0,51,United-States,<=50K
80,Private,707924,Doctorate,1,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,46,United-States,<=50K
45,Government,43843,Doctorate,5,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,35,United-States,>50K
82,Private,161504,Doctorate,14,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,0,0,21,United-States,>50K
61,Private,485464,Prof-school,6,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,93,United-States,<=50K
60,Private,24433,Masters,15,Never-married,Craft-repair,Unmarried,White,Female,0,0,58,United-States,<=50K
54,Private,693168,Preschool,7,Divorced,Farming-fishing,Not-in-family,White,Female,62356,0,23,United-States,<=50K
83,Private,308389,11th,14,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,55,United-States,>50K
34,Government,92922,Prof-school,2,Married-civ-spouse,Priv-house-serv,Wife,White,Male,0,0,44,United-States,>50K
57,Private,465438,HS-grad,1,Divorced,Priv-house-serv,Own-child,White,Male,0,0,38,United-States,<=50K
55,Private,231760,5th-6th,6,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,21,India,<=50K
78,Private,952406,Prof-school,3,Divorced,Tech-support,Own-child,Black,Female,0,1992,91,United-States,<=50K
26,Government,501414,Assoc-voc,5,Married-civ-spouse,Sales,Wife,White,Male,0,0,53,United-States,>50K
78,Without-pay,655362,Prof-school,12,Never-married,Farming-fishing,Wife,White,Female,0,0,75,United-States,<=50K
33,Self-emp,920839,Doctorate,15,Never-married,Tech-support,Own-child,Black,Male,0,0,11,United-States,>50K
19,Government,24702,5th-6th,11,Never-married,Transport-moving,Own-child,White,Female,0,0,68,United-States,>50K
89,Self-emp,635413,Doctorate,13,Married-civ-spouse,Transport-moving,Other-relative,Black,Male,0,0,26,United-States,>50K
60,Government,205283,Doctorate,15,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,19,United-States,<=50K
59,Self-emp,578473,9th,2,Married-civ-spouse,Craft-repair,Other-relative,White,Male,4061,0,27,United-States,>50K
74,Private,102393,9th,15,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,31,United-States,>50K
84,Private,186779,11th,1,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,92,Other,<=50K
47,Private,487516,Prof-school,1,Never-married,Armed-Forces,Unmarried,Black,Male,0,0,67,United-States,<=50K
30,Private,608510,1st-4th,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,62,United-States,>50K
36,Private,134018,HS-grad,11,Never-married,Protective-serv,Own-child,White,Male,0,0,10,United-States,>50K
24,Private,798848,Doctorate,4,Never-married,Sales,Other-relative,White,Male,0,0,97,United-States,<=50K
26,Government,920668,Doctorate,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,70,United-States,<=50K
71,Private,363409,Prof-school,13,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,98,United-States,<=50K
78,Self-emp,960175,9th,2,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,40,India,>50K
19,Self-emp,914369,HS-grad,1,Separated,Priv-house-serv,Wife,White,Male,0,0,40,Other,>50K
67,Government,470894,Prof-school,6,Never-married,Protective-serv,Not-in-family,White,Male,0,0,75,United-States,>50K
48,Government,488524,Preschool,14,Widowed,Other-service,Own-child,White,Male,0,0,28,United-States,>50K
50,Self-emp,795290,Assoc-voc,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,5006,0,62,United-States,>50K
28,Private,527220,11th,10,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,85,United-States,>50K
50,Private,130003,10th,13,Never-married,Farming-fishing,Husband,White,Male,0,0,83,United-States,>50K
24,Private,773898,Assoc-acdm,12,Separated,Handlers-cleaners,Own-child,White,Female,0,0,31,United-States,<=50K
48,Self-emp,534495,7th-8th,15,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
65,Government,348526,Masters,7,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,96,United-States,<=50K
64,Self-emp,641256,HS-grad,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,United-States,<=50K
70,Private,716150,HS-grad,6,Never-married,Adm-clerical,Other-relative,White,Female,0,982,35,United-States,>50K
36,Private,293655,Assoc-acdm,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,>50K
23,Private,952215,Assoc-acdm,10,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Female,0,0,96,India,>50K
66,Private,926065,11th,12,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,29,United-States,<=50K
67,Private,713374,Doctorate,13,Divorced,Armed-Forces,Other-relative,White,Male,0,0,49,United-States,>50K
29,Private,899092,Bachelors,12,Married-civ-spouse,Other-service,Wife,White,Male,0,0,48,United-States,>50K
40,Self-emp,953250,11th,12,Never-married,Tech-support,Husband,Black,Female,0,0,81,United-States,>50K
71,Private,264409,9th,12,Married-civ-spouse,Armed-Forces,Unmarried,White,Male,0,0,27,United-States,<=50K
86,Private,671384,9th,2,Never-married,Armed-Forces,Other-relative,White,Female,0,0,50,United-States,<=50K
76,Government,695752,Preschool,5,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,79,United-States,<=50K
53,Private,115909,Assoc-acdm,9,Divorced,Machine-op-inspct,Husband,White,Male,0,0,36,United-States,>50K
20,Private,447747,Assoc-voc,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,14985,0,24,Philippines,>50K
75,Private,819191,Some-college,2,Never-married,Farming-fishing,Wife,White,Male,0,0,46,United-States,>50K
72,Private,364404,7th-8th,7,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,67,Mexico,>50K
74,Private,71586,11th,10,Never-married,Adm-clerical,Husband,Black,Female,0,0,14,Canada,<=50K
34,Private,973276,Some-college,14,Married-civ-spouse,Craft-repair,Not-in-family,Other,Female,0,0,82,United-States,<=50K
56,Private,248074,Preschool,4,Never-married,Other-service,Husband,White,Male,0,0,16,India,>50K
85,Private,414013,Preschool,13,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,50,United-States,<=50K
72,Private,262007,Prof-school,13,Married-civ-spouse,Sales,Own-child,Black,Female,0,0,93,United-States,>50K
62,Government,69727,Bachelors,3,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,2787,19,United-States,<=50K
18,Private,624845,Prof-school,11,Separated,Tech-support,Husband,White,Female,0,0,71,Other,<=50K
38,Government,897517,Preschool,1,Widowed,Transport-moving,Wife,Black,Male,0,0,35,United-States,<=50K
38,Private,239819,12th,3,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,77,United-States,<=50K
69,Private,714629,HS-grad,11,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,33,United-States,>50K
60,Self-emp,838932,Preschool,9,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,87,Canada,>50K
69,Private,793264,1st-4th,14,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,0,0,50,United-States,>50K
84,Private,119266,Assoc-acdm,15,Never-married,Craft-repair,Other-relative,White,Male,0,0,74,United-States,>50K
61,Private,239942,1st-4th,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,26,United-States,>50K
49,Private,816418,Prof-school,7,Never-married,Handlers-cleaners,Wife,White,Female,0,0,33,United-States,<=50K
27,Self-emp,159392,7th-8th,3,Never-married,Prof-specialty,Husband,White,Female,0,0,36,United-States,>50K
81,Government,964455,Prof-school,13,Divorced,Handlers-cleaners,Wife,White,Male,0,0,16,United-States,>50K
86,Private,312838,10th,3,Never-married,Transport-moving,Wife,White,Male,0,0,82,United-States,<=50K
85,Private,707972,9th,4,Married-civ-spouse,Sales,Not-in-family,White,Male,0,346,21,United-States,<=50K
45,Private,456939,Preschool,7,Married-civ-spouse,Armed-Forces,Husband,White,Male,2775,0,94,United-States,<=50K
70,Without-pay,966073,1st-4th,7,Never-married,Armed-Forces,Own-child,Asian-Pac-Islander,Male,0,0,12,United-States,>50K
68,Self-emp,384244,10th,12,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,88,United-States,>50K
70,Government,484773,Some-college,12,Married-civ-spouse,Prof-specialty,Other-relative,Black,Male,0,0,94,United-States,>50K
21,Private,718902,11th,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,19,United-States,>50K
34,Self-emp,424415,11th,2,Never-married,Craft-repair,Own-child,White,Male,0,0,42,United-States,<=50K
84,Private,343180,11th,12,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,55,United-States,>50K
64,Private,301810,Assoc-acdm,15,Never-married,Adm-clerical,Unmarried,White,Female,0,0,68,United-States,>50K
73,Government,146474,Preschool,5,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,61,United-States,<=50K
40,Private,229979,Assoc-voc,7,Separated,Tech-support,Wife,White,Female,0,0,15,United-States,>50K
35,Government,571837,Assoc-voc,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,11,United-States,<=50K
18,Private,680875,1st-4th,6,Never-married,Priv-house-serv,Unmarried,White,Male,0,0,38,United-States,>50K
52,Self-emp,748483,Assoc-voc,10,Never-married,Exec-managerial,Husband,White,Female,0,0,49,Germany,<=50K
81,Private,924342,1st-4th,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,1898,70,United-States,<=50K
75,Private,643721,11th,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,77,United-States,>50K
76,Private,213665,Preschool,8,Separated,Sales,Unmarried,White,Male,0,0,77,United-States,>50K
18,Private,205670,Bachelors,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,>50K
20,Private,264357,Assoc-acdm,15,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,71,United-States,>50K
84,Private,284243,11th,1,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,69,United-States,<=50K
54,Private,648447,Preschool,3,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,93,United-States,<=50K
46,Private,908314,10th,11,Married-civ-spouse,Prof-specialty,Wife,White,Male,6318,0,50,United-States,<=50K
50,Private,556385,Preschool,2,Never-married,Transport-moving,Wife,White,Male,0,0,96,United-States,<=50K
78,Private,605007,5th-6th,2,Divorced,Tech-support,Wife,White,Female,0,0,91,United-States,<=50K
21,Self-emp,456582,11th,14,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,31544,0,98,United-States,>50K
31,Government,423679,5th-6th,14,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,74,Philippines,>50K
50,Private,59094,11th,2,Separated,Armed-Forces,Unmarried,Black,Male,0,0,73,United-States,>50K
39,Private,893028,5th-6th,5,Divorced,Craft-repair,Other-relative,White,Male,0,0,88,United-States,>50K
65,Self-emp,26696,7th-8th,13,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,72,United-States,>50K
20,Private,804786,1st-4th,1,Never-married,Handlers-cleaners,Wife,Black,Male,0,0,57,Mexico,>50K
40,Private,421128,Preschool,10,Divorced,Craft-repair,Own-child,White,Male,0,0,29,United-States,<=50K
85,Private,710708,5th-6th,4,Never-married,Protective-serv,Own-child,White,Female,0,0,46,United-States,>50K
38,Private,235969,HS-grad,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,56578,0,73,United-States,>50K
60,Private,294024,Prof-school,10,Never-married,Sales,Not-in-family,White,Male,0,0,95,United-States,<=50K
43,Private,642349,11th,5,Divorced,Protective-serv,Own-child,White,Female,6033,1370,14,United-States,<=50K
58,Private,353440,12th,2,Never-married,Farming-fishing,Own-child,White,Male,0,0,43,United-States,<=50K
55,Private,80304,10th,5,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,48,United-States,<=50K
28,Private,558239,5th-6th,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,76,United-States,>50K
46,Private,698526,1st-4th,15,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,90,United-States,<=50K
77,Private,909980,Bachelors,4,Separated,Prof-specialty,Husband,White,Male,0,0,71,Other,<=50K
84,Private,196854,5th-6th,8,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,97,United-States,<=50K
82,Government,464146,1st-4th,1,Never-married,Other-service,Unmarried,Black,Male,0,0,33,United-States,<=50K
78,Private,682791,HS-grad,15,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,12,United-States,>50K
36,Private,814758,5th-6th,12,Married-civ-spouse,Priv-house-serv,Own-child,Black,Female,4043,0,80,United-States,<=50K
63,Private,693066,Bachelors,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,0,2363,98,United-States,<=50K
66,Private,305151,Masters,14,Never-married,Armed-Forces,Unmarried,White,Male,0,0,76,United-States,>50K
39,Private,757830,Masters,14,Never-married,Priv-house-serv,Wife,White,Male,0,0,88,United-States,<=50K
74,Private,49232,Assoc-voc,11,Separated,Armed-Forces,Wife,White,Female,0,0,59,United-States,<=50K
31,Self-emp,43439,Assoc-voc,12,Never-married,Sales,Husband,Asian-Pac-Islander,Male,0,0,38,United-States,>50K
61,Private,500976,5th-6th,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,83,United-States,<=50K
33,Self-emp,848203,HS-grad,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,41,United-States,<=50K
29,Private,427519,5th-6th,10,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,96,United-States,>50K
72,Without-pay,45229,Prof-school,10,Never-married,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
68,Self-emp,758865,12th,4,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,18,United-States,<=50K
